NIM,JK,Kategori Sekolah,Usia,Program Studi,Tahun Masuk,IPs 1,IPs 2,IPs 3,IPs 4,IPs 5,SKS 1,SKS  2,SKS  3,SKS  4,SKS 5,Status Kelulusan
1406068,P,,18,Teknik Informatika (S1),2014,3.5,3.53,3.68,3.8,3.25,24,22,25,30,28,Tidak Tepat Waktu
1406069,L,,27,Teknik Informatika (S1),2014,2.81,2.91,3.43,3.14,3,20,23,10,19,6,Tepat Waktu
1406074,L,,19,Teknik Informatika (S1),2014,2.75,2.59,2.84,2.95,3.1,24,22,16,20,25,Tidak Tepat Waktu
1406075,L,,21,Teknik Informatika (S1),2014,3.2,3.06,3,2.9,3.04,24,22,18,20,21,Tidak Tepat Waktu
1406078,L,,18,Teknik Informatika (S1),2014,3.15,3.12,3.26,3.1,3.29,24,22,22,21,26,Tidak Tepat Waktu
1406081,L,,19,Teknik Informatika (S1),2014,3.19,3.13,2.95,2.95,2.89,21,21,23,24,23,Tepat Waktu
1406083,L,,18,Teknik Informatika (S1),2014,3.43,3.43,3.52,3.43,3.6,21,21,24,23,23,Tepat Waktu
1406085,L,,18,Teknik Informatika (S1),2014,2.8,2.76,2.74,2.7,2.75,24,22,22,21,24,Tidak Tepat Waktu
1406086,L,,24,Teknik Informatika (S1),2014,3.1,3.18,3.16,3.25,3.55,24,22,22,21,26,Tidak Tepat Waktu
1406089,L,,18,Teknik Informatika (S1),2014,3,2.71,2.89,3.15,3,24,22,22,21,26,Tidak Tepat Waktu
1406090,P,,19,Teknik Informatika (S1),2014,3.62,3.19,3.14,3.14,3.55,21,21,23,24,22,Tepat Waktu
1406092,P,,22,Teknik Informatika (S1),2014,3.43,3.96,3.62,3.48,3.39,24,24,9,17,8,Tepat Waktu
1406093,P,,19,Teknik Informatika (S1),2014,3.4,3.29,3.26,3.35,3.45,24,22,25,24,25,Tidak Tepat Waktu
1406095,P,SMK,19,Teknik Informatika (S1),2014,3.35,3.29,3.79,3.35,3.45,24,22,24,30,29,Tidak Tepat Waktu
1406096,L,,19,Teknik Informatika (S1),2014,3.45,2.94,3.42,3.75,3.75,24,22,22,21,26,Tidak Tepat Waktu
1406098,L,SMA,20,Teknik Informatika (S1),2014,3.1,2.86,3.33,3.29,3.15,21,21,23,21,20,Tepat Waktu
1406101,L,SMK,18,Teknik Informatika (S1),2014,2.86,2.86,2.52,2.9,3.05,21,21,21,21,20,Tepat Waktu
1406102,L,,25,Teknik Informatika (S1),2014,3.4,2.94,2.95,2.65,3.05,24,22,22,21,26,Tidak Tepat Waktu
1406103,L,,18,Teknik Informatika (S1),2014,2.55,2.88,2.95,3.15,3.2,24,22,22,21,26,Tidak Tepat Waktu
1406105,L,SMK,18,Teknik Informatika (S1),2014,2.81,2.86,2.9,3.38,3.15,21,21,21,21,20,Tepat Waktu
1406106,L,,,Teknik Informatika (S1),2014,2.95,2.94,3.05,3.2,2.95,24,22,22,21,26,Tidak Tepat Waktu
1406107,L,,19,Teknik Informatika (S1),2014,3.29,3.1,3.33,3.57,3.55,21,21,23,28,22,Tepat Waktu
1406108,L,,18,Teknik Informatika (S1),2014,3.1,3,3.1,3.76,3.6,21,21,24,24,23,Tepat Waktu
1406109,P,,18,Teknik Informatika (S1),2014,3.57,3.74,3.76,3.62,4,21,21,23,28,22,Tepat Waktu
1406111,L,,18,Teknik Informatika (S1),2014,2.6,2.76,2.63,2.95,2.8,24,22,22,20,26,Tidak Tepat Waktu
1406113,L,,19,Teknik Informatika (S1),2014,3,2.88,3.11,3.65,3.45,24,22,22,21,29,Tidak Tepat Waktu
1406115,L,SMA,18,Teknik Informatika (S1),2014,3.25,2.82,2.95,3.25,3.35,24,22,25,25,25,Tidak Tepat Waktu
1406116,P,,19,Teknik Informatika (S1),2014,3.95,3.71,3.68,3.85,3.8,24,22,25,23,28,Tidak Tepat Waktu
1406117,L,SMK,18,Teknik Informatika (S1),2014,3,2.88,3.21,3.5,3.15,24,22,22,21,28,Tidak Tepat Waktu
1406118,L,,22,Teknik Informatika (S1),2014,3,3.05,2.95,2.9,3.4,21,21,21,21,20,Tepat Waktu
1406120,L,,26,Teknik Informatika (S1),2014,3.76,3.7,3.1,3.57,3.17,22,23,11,6,0,Tepat Waktu
1406122,P,,19,Teknik Informatika (S1),2014,3.05,3.33,3.1,3.1,3.55,20,21,18,21,18,Tepat Waktu
1406123,L,,18,Teknik Informatika (S1),2014,3.05,3.43,3,3.05,3.5,21,21,24,23,23,Tepat Waktu
1406126,L,SMK,24,Teknik Informatika (S1),2014,3.1,3.06,3.05,3.55,3.4,24,22,22,21,26,Tidak Tepat Waktu
1406127,L,,20,Teknik Informatika (S1),2014,2.71,2.81,3.1,3.19,3.35,21,21,21,21,20,Tepat Waktu
1406129,P,MA,18,Teknik Informatika (S1),2014,3.15,3.24,2.89,3.2,3.25,24,22,25,24,26,Tidak Tepat Waktu
1406130,L,,19,Teknik Informatika (S1),2014,3.65,3.59,3.42,3.3,3.65,24,22,25,23,28,Tidak Tepat Waktu
1406132,L,,18,Teknik Informatika (S1),2014,2.75,2.88,3.26,2.7,3.4,24,22,21,21,26,Tidak Tepat Waktu
1406133,L,SMA,18,Teknik Informatika (S1),2014,3.3,2.76,3.37,3.5,3.55,24,22,25,23,28,Tidak Tepat Waktu
1506002,P,,18,Teknik Informatika (S1),2015,3.25,2.76,2.63,3.35,3.6,24,22,22,22,29,Tepat Waktu
1506004,L,,19,Teknik Informatika (S1),2015,3.35,3.47,3.21,3.65,3.45,24,22,22,22,26,Tepat Waktu
1506005,L,,18,Teknik Informatika (S1),2015,3.45,3.41,2.95,3.4,3.6,24,22,22,22,26,Tepat Waktu
1506006,L,SMK,19,Teknik Informatika (S1),2015,3.3,3.24,2.95,3.25,3.5,24,22,22,22,26,Tepat Waktu
1506007,P,,19,Teknik Informatika (S1),2015,3.7,3.41,3.05,3.55,3.6,24,23,25,25,25,Tepat Waktu
1506008,L,,19,Teknik Informatika (S1),2015,3.25,3.29,2.53,3.45,3.43,24,22,25,22,23,Tepat Waktu
1506009,L,SMK,20,Teknik Informatika (S1),2015,3,3.06,2.79,3.15,3.3,24,22,22,22,26,Tepat Waktu
1506012,L,SMK,18,Teknik Informatika (S1),2015,3.35,3,2.89,3.55,3.61,24,22,22,22,29,Tepat Waktu
1506014,L,,18,Teknik Informatika (S1),2015,3.7,3.76,3.11,3.4,3.5,24,22,22,22,26,Tepat Waktu
1506015,L,,20,Teknik Informatika (S1),2015,3.3,2.88,2.79,3.4,3.2,24,22,22,22,26,Tepat Waktu
1506017,L,MA,18,Teknik Informatika (S1),2015,3,2.65,2.63,3.55,3.65,24,22,22,22,26,Tepat Waktu
1506018,L,SMK,19,Teknik Informatika (S1),2015,3.15,3.18,3.53,3.3,3.9,24,22,25,24,23,Tepat Waktu
1506020,L,MA,18,Teknik Informatika (S1),2015,3.6,3.88,3.11,3.75,3.8,24,23,25,25,25,Tepat Waktu
1506021,L,SMA,19,Teknik Informatika (S1),2015,3.3,2.82,3.32,3.4,3.7,24,22,22,22,26,Tepat Waktu
1506023,P,SMA,18,Teknik Informatika (S1),2015,3.55,3.59,3.05,3.5,3.78,24,22,25,22,25,Tepat Waktu
1506024,L,SMK,18,Teknik Informatika (S1),2015,3.35,3.35,3.42,3.35,3.5,24,22,22,22,29,Tepat Waktu
1506026,L,SMK,19,Teknik Informatika (S1),2015,3.15,2.76,3,3.15,3.3,24,22,22,22,26,Tepat Waktu
1506027,L,SMK,19,Teknik Informatika (S1),2015,3.15,3.24,2.89,2.85,3.6,24,22,22,24,26,Tepat Waktu
1506028,L,SMA,18,Teknik Informatika (S1),2015,3.45,3.47,2.89,3.45,3.6,24,22,25,22,25,Tepat Waktu
1506030,P,SMK,17,Teknik Informatika (S1),2015,3.7,3.29,3.37,3.5,3.65,24,22,24,24,27,Tepat Waktu
1506031,P,SMK,18,Teknik Informatika (S1),2015,3.85,3.82,3.53,3.75,3.95,24,22,24,24,27,Tepat Waktu
1506033,L,SMA,18,Teknik Informatika (S1),2015,3.15,2.71,2.63,3.4,2.8,24,23,22,21,26,Tepat Waktu
1506034,L,SMK,28,Teknik Informatika (S1),2015,3.4,3.41,3.68,3.6,3.95,24,22,22,22,26,Tepat Waktu
1506035,L,SMK,18,Teknik Informatika (S1),2015,3.3,3.06,2.79,3.35,3.6,24,22,25,22,25,Tepat Waktu
1506038,P,SMK,18,Teknik Informatika (S1),2015,3.4,3.71,3.05,3.75,3.65,24,23,25,25,25,Tepat Waktu
1506039,L,SMK,19,Teknik Informatika (S1),2015,3.8,3.53,3.68,3.75,3.65,24,23,22,25,29,Tepat Waktu
1506041,L,SMA,22,Teknik Informatika (S1),2015,2.86,2.91,3.14,3.19,3.78,24,27,24,16,0,Tepat Waktu
1506042,L,SMA,21,Teknik Informatika (S1),2015,3.55,3.18,3.16,3.25,3.5,24,22,22,22,32,Tepat Waktu
1506044,P,MA,19,Teknik Informatika (S1),2015,3.45,3.18,3.11,3.3,3.5,24,22,24,24,27,Tepat Waktu
1506045,L,SMK,18,Teknik Informatika (S1),2015,3.35,3.41,3.37,3.45,3.65,24,22,25,24,23,Tepat Waktu
1506046,L,SMA,18,Teknik Informatika (S1),2015,3.9,3.94,3.63,3.75,3.95,24,22,25,25,29,Tepat Waktu
1506047,L,SMK,19,Teknik Informatika (S1),2015,3.25,3,2.47,3.25,3.15,24,22,22,22,26,Tepat Waktu
1506048,L,SMK,17,Teknik Informatika (S1),2015,3.2,2.94,2.68,3.05,3.17,24,23,25,25,23,Tepat Waktu
1506049,L,SMK,18,Teknik Informatika (S1),2015,3.5,3.29,2.84,3.4,3.7,24,22,25,22,25,Tepat Waktu
1506050,L,SMK,18,Teknik Informatika (S1),2015,3.25,3.18,2.63,3.3,3.6,24,22,22,22,26,Tepat Waktu
1506052,L,SMA,18,Teknik Informatika (S1),2015,3.85,3.18,3.05,3.3,3.75,24,23,25,25,25,Tepat Waktu
1506053,L,SMK,20,Teknik Informatika (S1),2015,3.1,2.94,2.47,3.05,3.05,24,23,22,21,26,Tepat Waktu
1506054,L,SMK,20,Teknik Informatika (S1),2015,3.8,3.53,3.89,3.85,3.8,24,22,22,22,26,Tepat Waktu
1506055,L,SMK,19,Teknik Informatika (S1),2015,3.75,3.82,3.79,3.75,3.95,24,23,25,25,25,Tepat Waktu
1506056,L,SMK,19,Teknik Informatika (S1),2015,3.7,3.41,3.11,3,3.65,24,23,25,25,29,Tepat Waktu
1506058,L,SMK,20,Teknik Informatika (S1),2015,3.65,3.76,3.74,3.7,3.8,24,22,22,24,26,Tepat Waktu
1506059,L,SMK,19,Teknik Informatika (S1),2015,3.8,3.71,3.37,3.6,3.95,24,22,25,25,29,Tepat Waktu
1506062,L,SMK,17,Teknik Informatika (S1),2015,3.2,3.12,2.68,2.9,3.2,24,22,22,21,26,Tepat Waktu
1506063,L,MA,20,Teknik Informatika (S1),2015,3.45,3.65,3.16,3.4,3.75,24,22,22,22,26,Tepat Waktu
1506064,L,SMK,18,Teknik Informatika (S1),2015,3.55,3.41,2.95,3.45,3.8,24,22,22,22,28,Tepat Waktu
1506065,P,SMK,19,Teknik Informatika (S1),2015,3.7,3.53,3.58,3.15,3.8,24,22,22,22,26,Tepat Waktu
1506066,L,SMA,17,Teknik Informatika (S1),2015,3.4,3.18,2.58,3.25,3.2,24,22,22,22,26,Tepat Waktu
1506068,L,SMK,18,Teknik Informatika (S1),2015,3.25,2.65,2.79,3.15,3.57,24,22,22,22,26,Tepat Waktu
1506070,L,SMK,18,Teknik Informatika (S1),2015,3.3,3.12,3.16,3.1,3.45,24,22,22,22,29,Tepat Waktu
1506071,P,SMK,17,Teknik Informatika (S1),2015,3.85,3.65,3.16,3.65,3.5,24,23,25,25,25,Tepat Waktu
1506073,L,SMK,21,Teknik Informatika (S1),2015,3.7,3.88,3.89,3.85,3.95,24,22,22,24,26,Tepat Waktu
1506074,L,SMA,21,Teknik Informatika (S1),2015,3.8,3.71,3.47,3.75,3.95,24,22,22,22,26,Tepat Waktu
1506075,P,SMK,18,Teknik Informatika (S1),2015,3.8,3.47,3.11,3.8,3.35,24,22,24,22,27,Tepat Waktu
1506076,L,,18,Teknik Informatika (S1),2015,3.15,3.24,3.32,3.7,3.5,24,22,22,22,27,Tepat Waktu
1506078,L,SMA,19,Teknik Informatika (S1),2015,3.35,3.24,3.16,3.7,3.35,24,22,22,22,27,Tepat Waktu
1506080,L,SMA,18,Teknik Informatika (S1),2015,2.95,2.41,2.47,2.95,2.39,24,23,22,21,23,Tepat Waktu
1506082,P,SMK,21,Teknik Informatika (S1),2015,3.75,3.35,2.89,3.6,3.65,24,22,24,24,27,Tepat Waktu
1506083,L,SMK,18,Teknik Informatika (S1),2015,3.2,3.06,2.84,3.3,3.2,24,22,22,22,27,Tepat Waktu
1506085,L,SMA,18,Teknik Informatika (S1),2015,4,3.76,4,4,3.95,24,22,22,22,26,Tepat Waktu
1506087,L,SMK,18,Teknik Informatika (S1),2015,3.6,3.47,3.42,3.65,3.5,24,22,22,22,26,Tepat Waktu
1506088,P,SMK,18,Teknik Informatika (S1),2015,4,3.94,3.53,3.9,3.8,24,22,22,24,29,Tepat Waktu
1506089,L,,19,Teknik Informatika (S1),2015,3.2,2.65,2.74,3.15,3.13,24,22,22,22,23,Tidak Tepat Waktu
1506091,L,Paket C,22,Teknik Informatika (S1),2015,3.45,3.53,3.16,3.45,3.65,24,22,22,22,29,Tepat Waktu
1506092,P,SKB,18,Teknik Informatika (S1),2015,3.35,3.35,3.05,3.35,3.45,24,22,22,22,26,Tepat Waktu
1506093,L,MA,19,Teknik Informatika (S1),2015,3.05,3.18,2.53,2.85,3.13,24,23,22,21,26,Tepat Waktu
1506096,L,SMK,18,Teknik Informatika (S1),2015,3.3,3.06,3.11,3.35,3.2,24,22,22,22,26,Tepat Waktu
1506097,L,SMK,19,Teknik Informatika (S1),2015,3.35,2.94,2.79,3.05,3.7,24,22,22,22,27,Tepat Waktu
1506104,L,MA,21,Teknik Informatika (S1),2015,3.75,3.35,3.32,3.15,3.8,24,22,22,22,26,Tepat Waktu
1506105,L,SMA,18,Teknik Informatika (S1),2015,3.45,3.35,3.21,3.75,3.5,24,22,25,22,25,Tepat Waktu
1506106,L,SMK,18,Teknik Informatika (S1),2015,3.75,3.59,3.47,3.6,3.85,24,22,22,22,29,Tepat Waktu
1506115,P,SMK,19,Teknik Informatika (S1),2015,3.4,3.18,2.89,2.95,3.3,24,22,22,22,29,Tidak Tepat Waktu
1506116,L,SMA,19,Teknik Informatika (S1),2015,3.3,3,2.79,3.2,3.35,24,22,25,22,25,Tepat Waktu
1506117,L,MA,18,Teknik Informatika (S1),2015,3,3.41,2.47,3.3,3.35,24,22,22,22,26,Tepat Waktu
1506118,L,SMA,18,Teknik Informatika (S1),2015,4,3.88,3.37,3.75,3.65,24,22,22,24,26,Tepat Waktu
1506119,L,SMA,18,Teknik Informatika (S1),2015,3.25,3.41,2.74,3.55,3.7,24,22,22,22,26,Tepat Waktu
1506121,L,SMA,30,Teknik Informatika (S1),2015,3.14,3.43,2.95,3.05,3.5,17,24,14,24,19,Tepat Waktu
1506123,L,SMK,20,Teknik Informatika (S1),2015,3.35,3.12,3.37,3.25,3.45,27,27,30,28,10,Tepat Waktu
1506127,L,,22,Teknik Informatika (S1),2015,3.38,3.26,3.52,3.57,3.67,23,26,22,6,0,Tepat Waktu
1506129,L,SMA,23,Teknik Informatika (S1),2015,2.81,2.78,2.86,3.48,2.78,19,20,0,10,0,Tepat Waktu
1506130,L,,19,Teknik Informatika (S1),2015,3.55,3.24,3.26,3.4,3.65,24,22,22,22,29,Tepat Waktu
1506131,L,SMA,25,Teknik Informatika (S1),2015,2.9,2.35,2.89,2.8,3.55,24,23,22,21,27,Tepat Waktu
1506139,P,,24,Teknik Informatika (S1),2015,3.48,3.74,3.71,3.71,3.78,24,26,24,6,0,Tepat Waktu
1506140,L,,26,Teknik Informatika (S1),2015,2.81,2.87,2.71,2.67,2.5,6,6,6,0,0,Tepat Waktu
1506144,L,,31,Teknik Informatika (S1),2015,3.71,3.7,3.67,3.33,3.89,12,20,14,9,0,Tepat Waktu
1506145,L,,25,Teknik Informatika (S1),2015,2.86,3.26,3,3.1,2.67,12,20,17,16,6,Tepat Waktu
1506146,L,,20,Teknik Informatika (S1),2015,3.43,3.65,3.52,3.19,3.28,21,24,6,0,0,Tepat Waktu
1506148,L,,21,Teknik Informatika (S1),2015,2.86,2.87,3.43,3.14,3.17,21,24,13,0,0,Tepat Waktu
1506149,L,,21,Teknik Informatika (S1),2015,3,2.57,3.33,2.81,3.17,21,24,15,0,0,Tepat Waktu
1506150,L,,20,Teknik Informatika (S1),2015,2.95,2.43,3.14,2.86,3.17,21,24,15,0,0,Tepat Waktu
1506151,L,,21,Teknik Informatika (S1),2015,2.19,2.57,2.86,2.81,3,21,24,11,0,0,Tepat Waktu
1506152,L,,20,Teknik Informatika (S1),2015,3.05,2.88,2.74,3.15,3.4,23,20,25,22,5,Tepat Waktu
1506154,L,,21,Teknik Informatika (S1),2015,2.75,2.88,2.95,3.05,2.9,23,20,25,22,5,Tepat Waktu
1506155,L,,19,Teknik Informatika (S1),2015,3.2,3.06,2.74,3.15,2.75,25,24,16,23,11,Tepat Waktu
1506157,L,,19,Teknik Informatika (S1),2015,3.15,2.88,3.42,3.55,3.45,28,20,21,24,9,Tepat Waktu
1506158,L,,19,Teknik Informatika (S1),2015,2.9,3,2.84,3.35,3.1,28,24,21,20,6,Tepat Waktu
1506159,L,,18,Teknik Informatika (S1),2015,3.15,3.12,3.16,3.6,3.45,27,24,22,20,6,Tepat Waktu
1506162,L,SMK,18,Teknik Informatika (S1),2015,3.15,3.35,3.21,3.05,3.25,26,21,23,27,20,Tepat Waktu
1506165,L,,19,Teknik Informatika (S1),2015,3.05,3,3.05,3.1,3.3,26,21,24,27,19,Tepat Waktu
1506166,L,,18,Teknik Informatika (S1),2015,2.9,2.88,3.26,2.85,3.25,26,21,21,27,22,Tepat Waktu
1506167,L,SMK,21,Teknik Informatika (S1),2015,3,2.82,3.11,3.25,3.5,26,23,22,27,22,Tepat Waktu
1506169,L,,28,Teknik Informatika (S1),2015,3.25,3.76,3.05,3.15,2.9,30,27,21,17,6,Tepat Waktu
1506171,L,,22,Teknik Informatika (S1),2015,2.71,2.74,3,2.48,3.11,22,21,8,0,0,Tepat Waktu
1606059,L,SMK,30,Teknik Informatika (S1),2016,3.24,2.9,2.9,2.71,3,2,6,0,0,0,Tepat Waktu
1606094,L,SMK,25,Teknik Informatika (S1),2016,2.8,2.53,2.26,2.7,2.65,29,21,3,4,15,Tepat Waktu
1606116,L,SMA,23,Teknik Informatika (S1),2016,2.7,3.06,3.05,3.05,2.9,37,24,15,22,14,Tepat Waktu
1706101,L,SMK,23,Teknik Informatika (S1),2017,3.3,3.29,2.89,3.2,3.25,26,25,15,18,0,Tepat Waktu
1706115,L,SMA,27,Teknik Informatika (S1),2017,2.7,2.94,2.84,2.65,3.05,26,6,6,0,0,Tepat Waktu
